miles,location,name,sex,w,l,d,division,from,to,players_links
903,"USA, Arkansas, Little Rock",Demarcus Layton,male,8,1,1,super welter,2016,2019,https://boxrec.com/en/proboxer/771353
903,"USA, Louisiana, Folsom",Michael McDonald,male,0,3,0,super welter,2017,2019,https://boxrec.com/en/proboxer/790949
907,"USA, Arkansas, Conway",Ousmane Sylla,male,2,4,1,super light,2017,2019,https://boxrec.com/en/proboxer/791793
907,"USA, Arkansas, Conway",Bobby Watson,male,0,11,0,welter,2015,2019,https://boxrec.com/en/proboxer/741166
911,"USA, Florida, Key West",Armando Alvarez,male,20,2,0,welter,2014,2019,https://boxrec.com/en/proboxer/700461
911,"USA, Florida, Key West",Ashot Mnatsakanian,male,2,3,0,super welter,2017,2019,https://boxrec.com/en/proboxer/803380
917,"USA, Wisconsin, La Crosse",Lloyd McKinney,male,1,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/886527
923,"USA, Louisiana, New Orleans",Marcus McDaniel,male,15,1,0,super middle,2009,2019,https://boxrec.com/en/proboxer/491689
923,"USA, Louisiana, New Orleans",Curtis Johnson,male,11,0,0,super feather,2010,2019,https://boxrec.com/en/proboxer/540996
923,"USA, Louisiana, New Orleans",Sean Hemphill,male,5,0,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/860317
923,"USA, Louisiana, New Orleans",Jeremy Hill,male,8,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/834886
923,"USA, Louisiana, New Orleans",Iliyan Kolev,male,2,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/854041
923,"USA, Louisiana, New Orleans",Rennard Oliver,male,7,2,3,super feather,2014,2019,https://boxrec.com/en/proboxer/700215
923,"USA, Louisiana, New Orleans",Patrick Pierre,male,3,9,0,light heavy,2017,2019,https://boxrec.com/en/proboxer/802428
923,"USA, Louisiana, New Orleans",Dartrell Smith,male,3,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/866938
923,"USA, Louisiana, New Orleans",Jonathan Montrel,male,5,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/841574
923,"USA, Louisiana, New Orleans",Delvin McKinley,male,2,0,0,feather,2019,2019,https://boxrec.com/en/proboxer/866842
923,"USA, Louisiana, New Orleans",Kelvin Brown,male,1,0,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/888706
923,"USA, Louisiana, New Orleans",Aaron John Valentine,male,1,3,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/868611
923,"USA, Louisiana, New Orleans",Devin Parker,male,2,14,0,light,2013,2019,https://boxrec.com/en/proboxer/664243
923,"USA, Louisiana, New Orleans",Vince Burkhalter,male,0,9,1,cruiser,2009,2018,https://boxrec.com/en/proboxer/494350
923,"USA, Louisiana, New Orleans",Clay Smith,male,0,2,0,light heavy,2009,2019,https://boxrec.com/en/proboxer/520910
923,"USA, Louisiana, New Orleans",Edward Leblanc,male,0,1,0,,2019,2019,https://boxrec.com/en/proboxer/896735
923,"USA, Louisiana, New Orleans",Burnell Jenkins,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/899194
925,"USA, Louisiana, Metairie",Antonio Gates,male,3,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/882166
928,"USA, Missouri, Sedalia",Rocky Hughes,male,4,2,1,welter,2008,2019,https://boxrec.com/en/proboxer/445731
928,"USA, Missouri, Sedalia",Jose Zaragoza,male,2,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/864064
930,"USA, Louisiana, Kenner",Ronald Rivas,male,5,11,2,super light,2013,2019,https://boxrec.com/en/proboxer/644253
930,"USA, Louisiana, Kenner",Quincy LaVallais,male,8,0,1,welter,2016,2019,https://boxrec.com/en/proboxer/784154
932,"USA, Iowa, Waterloo",Kevin Cruz,male,8,1,1,light,2014,2019,https://boxrec.com/en/proboxer/696562
932,"USA, Iowa, Waterloo",Rodrigo Rubio,male,2,0,0,light,2017,2019,https://boxrec.com/en/proboxer/788355
933,"USA, Missouri, Springfield",Adrien Armstrong,male,4,6,1,cruiser,2009,2019,https://boxrec.com/en/proboxer/501338
933,"USA, Missouri, Springfield",Randy Mast,male,2,2,0,super middle,2019,2019,https://boxrec.com/en/proboxer/864065
933,"USA, Missouri, Springfield",LesSandra Franklin,female,1,2,1,light,2019,2019,https://boxrec.com/en/proboxer/864066
933,"USA, Missouri, Springfield",Tyler Ross,male,0,2,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/888897
933,"USA, Missouri, Springfield",Maurice Hicks,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/903257
934,"USA, Missouri, Highlandville",Alicia Acero,female,3,0,0,feather,2018,2019,https://boxrec.com/en/proboxer/850348
938,"USA, Iowa, Cedar Falls",Travis Fulton,male,25,48,2,heavy,1999,2019,https://boxrec.com/en/proboxer/18561
944,"USA, Louisiana, Monroe",Dennis Williams,male,5,14,1,light heavy,2010,2019,https://boxrec.com/en/proboxer/552772
944,"USA, Louisiana, Monroe",Tory Williams,male,5,0,1,super middle,2016,2019,https://boxrec.com/en/proboxer/784156
944,"USA, Louisiana, West Monroe",Josh Ross,male,3,11,5,super light,2014,2018,https://boxrec.com/en/proboxer/677329
944,"USA, Louisiana, West Monroe",Jamykle Wade,male,5,4,1,super welter,2016,2019,https://boxrec.com/en/proboxer/749090
944,"USA, Louisiana, Monroe",Blake LaCaze,male,4,7,1,cruiser,2016,2019,https://boxrec.com/en/proboxer/739736
944,"USA, Louisiana, Monroe",Robert Hill,male,3,5,0,middle,2013,2019,https://boxrec.com/en/proboxer/655917
944,"USA, Louisiana, West Monroe",Brandon Martin,male,0,1,0,cruiser,2018,2018,https://boxrec.com/en/proboxer/852853
944,"USA, Louisiana, West Monroe",Heath Crum,male,0,1,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/865232
944,"USA, Louisiana, West Monroe",Lamar Bolden,male,0,1,0,,2019,2019,https://boxrec.com/en/proboxer/883085
950,"USA, Arkansas, Hot Springs",Jose Zuniga,male,0,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/860555
951,"USA, Louisiana, Zachary",Cade Herod,male,2,0,0,light,2016,2019,https://boxrec.com/en/proboxer/784160
954,"USA, Louisiana, Larose",Steven Lyons,male,5,6,0,heavy,2016,2019,https://boxrec.com/en/proboxer/749093
954,"USA, Louisiana",Devon Jones,male,3,6,1,super light,2016,2019,https://boxrec.com/en/proboxer/747912
954,"USA, Louisiana",Caleb Hogue,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/884470
960,"USA, Louisiana, Baton Rouge",Travis Scott,male,19,6,0,middle,2004,2019,https://boxrec.com/en/proboxer/269017
960,"USA, Louisiana, Baton Rouge",Keenan Hickmon,male,6,5,1,heavy,2015,2019,https://boxrec.com/en/proboxer/712457
960,"USA, Louisiana, Baton Rouge",Manjaro Hills,male,8,1,1,super middle,2015,2019,https://boxrec.com/en/proboxer/719494
960,"USA, Louisiana, Baton Rouge",Darius Lewis,male,3,0,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/832479
960,"USA, Louisiana, Baton Rouge",Caleb George,male,3,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/832475
960,"USA, Louisiana, Baton Rouge",John Williams,male,2,1,0,middle,2018,2019,https://boxrec.com/en/proboxer/846089
960,"USA, Louisiana, Baton Rouge",Harris Tucker,male,3,7,0,heavy,2015,2019,https://boxrec.com/en/proboxer/727286
960,"USA, Louisiana, Baton Rouge",Alvin Brown,male,0,9,0,light,2017,2019,https://boxrec.com/en/proboxer/790952
960,"USA, Louisiana, Baton Rouge",Gregory Alexander,male,0,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/863369
960,"USA, Louisiana, Baton Rouge",Larry Stampley,male,0,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/896459
968,"USA, Missouri, Cassville",Eric Willoughby,male,0,4,0,super welter,2012,2019,https://boxrec.com/en/proboxer/625009
969,"USA, Louisiana, Plaquemine",Eric Walker,male,19,2,0,super welter,2013,2019,https://boxrec.com/en/proboxer/671585
969,"USA, Louisiana, Houma",Shawn Verdin,male,3,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/865233
969,"USA, Louisiana, Houma",Rance Ward,male,2,0,0,,2019,2019,https://boxrec.com/en/proboxer/884172
969,"USA, Louisiana, Houma",Latasha Burton,female,4,13,0,middle,2011,2019,https://boxrec.com/en/proboxer/566085
972,"USA, Iowa",Shawn West,male,4,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/831182
972,"USA, Iowa",Frank Young,male,0,4,0,super welter,2014,2019,https://boxrec.com/en/proboxer/680531
977,"USA, Louisiana, Dulac",Jonathon Guidry,male,15,0,2,heavy,2014,2019,https://boxrec.com/en/proboxer/682513
977,"USA, Iowa, Des Moines",Tristan James,male,3,3,2,heavy,2017,2019,https://boxrec.com/en/proboxer/788768
977,"USA, Iowa, Des Moines",Jeff Farmer,male,4,18,0,super light,2005,2019,https://boxrec.com/en/proboxer/334391
977,"USA, Iowa, Des Moines",Anthony Crowder,male,1,12,0,welter,2014,2019,https://boxrec.com/en/proboxer/707018
977,"USA, Iowa, Des Moines",Brian Green,male,1,3,0,cruiser,2012,2019,https://boxrec.com/en/proboxer/607290
985,"USA, Arkansas, Rogers",Cesar Marquez,male,1,0,1,cruiser,2019,2019,https://boxrec.com/en/proboxer/876131
985,"USA, Arkansas, Rogers",Daniel Miranda,male,2,0,2,super light,2018,2019,https://boxrec.com/en/proboxer/824455
986,"USA, Arkansas, Springdale",Alexander Hernandez,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/888802
987,"USA, Missouri, Cameron",Steve Henderson,male,2,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/850246
987,"USA, Missouri, Cameron",Christopher White,male,4,2,0,light heavy,2011,2019,https://boxrec.com/en/proboxer/564371
988,"USA, Iowa, Mason City",Darrius Flowers,male,1,9,0,cruiser,2016,2019,https://boxrec.com/en/proboxer/778299
989,"USA, Arkansas, Fayetteville",Kalvin Henderson,male,12,0,0,super middle,2016,2019,https://boxrec.com/en/proboxer/758796
989,"USA, Arkansas, Fayetteville",Luis Galaviz,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/885664
991,"USA, Missouri, Lee's Summit",Stephen Koesterer,male,4,2,1,middle,2012,2019,https://boxrec.com/en/proboxer/635391
991,"USA, Missouri, Lee's Summit",Jake Robinson,male,1,1,1,light,2019,2019,https://boxrec.com/en/proboxer/877333
993,"USA, Missouri, Independence",Jesse Rivera,male,2,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/884791
994,"USA, Missouri, Liberty",Cody Peterson,male,1,5,0,super welter,2015,2019,https://boxrec.com/en/proboxer/740922
995,"USA, Missouri, Neosho",Ethan Cooper,male,4,0,2,super middle,2018,2019,https://boxrec.com/en/proboxer/838942
995,"USA, Louisiana, Pineville",David Bosnick,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/873480
996,"USA, Missouri, Raytown",Shannen McCray,male,2,5,0,super light,2014,2019,https://boxrec.com/en/proboxer/697401
996,"USA, Louisiana, Alexandria",Emanuel Williams,male,0,2,0,light,2018,2019,https://boxrec.com/en/proboxer/857724
999,"USA, Missouri, Belton",Richard Carmack,male,15,15,1,heavy,2006,2019,https://boxrec.com/en/proboxer/372266
1001,"USA, Missouri, Joplin",Jody Lee Linthicum,male,2,8,0,heavy,2007,2019,https://boxrec.com/en/proboxer/386151
1002,"USA, Kansas, Kansas City",Olanrewaju Durodola,male,31,7,0,cruiser,2011,2019,https://boxrec.com/en/proboxer/580952
1002,"USA, Kansas, Kansas City",DeShon Webster,male,12,2,2,cruiser,2016,2019,https://boxrec.com/en/proboxer/778986
1002,"USA, Missouri, Kansas City",Calvin Metcalf,male,10,3,1,super welter,2016,2019,https://boxrec.com/en/proboxer/763509
1002,"USA, Kansas, Kansas City",Fidel Cervantes,male,9,0,1,super feather,2015,2019,https://boxrec.com/en/proboxer/714614
1002,"USA, Missouri, Kansas City",Bernard Thomas,male,5,7,0,super welter,2014,2019,https://boxrec.com/en/proboxer/680823
1002,"USA, Missouri, Kansas City",Brandon Carmack,male,5,0,2,heavy,2012,2019,https://boxrec.com/en/proboxer/603109
1002,"USA, Missouri, Kansas City",Ronnell Burnett,male,5,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/820930
1002,"USA, Kansas, Kansas City",Darnell Parker,male,4,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/861260
1002,"USA, Missouri, Kansas City",Dan Abram,male,6,1,0,light,2017,2019,https://boxrec.com/en/proboxer/804639
1002,"USA, Missouri, Kansas City",Deshawn Prather,male,7,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/838162
1002,"USA, Kansas, Kansas City",Antonio Louis Hernandez,male,2,9,0,middle,2018,2019,https://boxrec.com/en/proboxer/831064
1002,"USA, Missouri, Kansas City",Brian Imes,male,1,5,1,heavy,2013,2018,https://boxrec.com/en/proboxer/666282
1002,"USA, Missouri, Kansas City",Demetrius Walker,male,8,29,2,super middle,2010,2019,https://boxrec.com/en/proboxer/532877
1002,"USA, Kansas, Kansas City",Misael Reyes,male,1,3,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/845031
1002,"USA, Missouri, Kansas City",Leslie Pope,female,3,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/864063
1002,"USA, Missouri, Kansas City",Jacob Akin,male,2,6,2,welter,2012,2019,https://boxrec.com/en/proboxer/604266
1002,"USA, Missouri, Kansas City",Edward Guinn,male,3,4,0,welter,2016,2018,https://boxrec.com/en/proboxer/783526
1002,"USA, Missouri, Kansas City",Tevin Moore,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/860322
1002,"USA, Missouri, Kansas City",Preston King,male,4,11,0,heavy,2014,2019,https://boxrec.com/en/proboxer/700326
1002,"USA, Missouri, Kansas City",Tyjuan Townsend,male,1,1,2,light,2017,2019,https://boxrec.com/en/proboxer/799741
1002,"USA, Kansas, Kansas City",Kyleb Collins,male,0,1,1,super middle,2018,2019,https://boxrec.com/en/proboxer/838158
1002,"USA, Missouri, Kansas City",Ray Collins,male,0,15,0,super middle,2005,2019,https://boxrec.com/en/proboxer/346859
1002,"USA, Missouri, Kansas City",Lewis Matthews,male,0,3,0,super middle,2010,2019,https://boxrec.com/en/proboxer/564571
1002,"USA, Missouri, Kansas City",Tatiana Williams,female,0,3,0,bantam,2019,2019,https://boxrec.com/en/proboxer/864555
1002,"USA, Missouri, Kansas City",John White,male,0,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/864557
1002,"USA, Missouri, Kansas City",Shania Ward,female,0,3,0,fly,2019,2019,https://boxrec.com/en/proboxer/875837
1002,"USA, Kansas, Kansas City",Kynndale Prather,male,0,3,0,super middle,2019,2019,https://boxrec.com/en/proboxer/887048
1002,"USA, Kansas, Kansas City",Horacio Escobar,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/898570
1003,"USA, Iowa, Webster City",Roberto Negrete,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/860831
1003,"USA, Louisiana, Opelousas",Kevin Porter,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/883420
1005,"USA, Missouri, Riverside",Steven Pulluaim,male,5,2,0,welter,2018,2019,https://boxrec.com/en/proboxer/838155
1007,"USA, Kansas, Overland Park",Kendrick Latchman,male,1,9,1,light,2014,2019,https://boxrec.com/en/proboxer/689927
1007,"USA, Kansas, Overland Park",Jeff Crowe,male,0,4,0,super light,2015,2019,https://boxrec.com/en/proboxer/740216
1008,"USA, Missouri, Seneca",Jesse Cook,male,18,1,2,super welter,2011,2019,https://boxrec.com/en/proboxer/582617
1008,"USA, Kansas, Fort Scott",Henry Lindsay,male,1,1,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/858930
1008,"USA, Louisiana, New Iberia",Kayla Williams,female,0,3,1,super middle,2017,2019,https://boxrec.com/en/proboxer/814975
1009,"USA, Kansas, Shawnee",James McKenzie Morrison,male,17,0,2,heavy,2014,2019,https://boxrec.com/en/proboxer/699496
1010,"USA, Wisconsin, River Falls",Gavino Guaman,male,5,4,0,feather,2016,2019,https://boxrec.com/en/proboxer/747432
1011,"USA, Louisiana, Lafayette",Kaylyn Alfred,male,4,2,1,super light,2016,2019,https://boxrec.com/en/proboxer/746002
1011,"USA, Louisiana, Lafayette",Keithlan Franklin,male,4,2,1,super bantam,2015,2019,https://boxrec.com/en/proboxer/705272
1011,"USA, Louisiana, Lafayette",Gentry Foreman,male,2,0,0,light,2017,2019,https://boxrec.com/en/proboxer/805844
1011,"USA, Louisiana, Lafayette",Quincy Bernard,male,1,0,0,feather,2019,2019,https://boxrec.com/en/proboxer/883082
1011,"USA, Louisiana, Lafayette",Nicholas Boudreaux,male,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/881347
1011,"USA, Louisiana, Lafayette",Jamie Chester,male,0,5,0,light,2017,2019,https://boxrec.com/en/proboxer/803354
1011,"USA, Louisiana, Broussard",Justin Cowart,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/865234
1012,"USA, Arkansas, Fort Smith",Marcus Briggs,male,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/878630
1017,"USA, Louisiana, Mamou",Brandon Arvie,male,4,2,0,light,2017,2019,https://boxrec.com/en/proboxer/802430
1017,"USA, Kansas, Paola",Clayton Brown,male,0,2,0,super welter,2017,2018,https://boxrec.com/en/proboxer/820931
1020,"USA, Missouri, Saint Joseph",Donny McCrary,male,24,13,2,light heavy,2003,2019,https://boxrec.com/en/proboxer/196732
1020,"USA, Missouri, Saint Joseph",Colby Courter,male,13,15,0,super middle,2012,2019,https://boxrec.com/en/proboxer/615974
1020,"USA, Missouri, Saint Joseph",Byron Polley,male,30,24,2,heavy,1999,2019,https://boxrec.com/en/proboxer/27523
1020,"USA, Missouri, Saint Joseph",Dakota Polley,male,5,3,0,super light,2016,2019,https://boxrec.com/en/proboxer/755809
1020,"USA, Missouri, Saint Joseph",Andre Wilson,male,15,15,1,super feather,2006,2019,https://boxrec.com/en/proboxer/340881
1020,"USA, Missouri, Saint Joseph",Ashleigh Curry,female,8,13,4,middle,2009,2019,https://boxrec.com/en/proboxer/495688
1020,"USA, Missouri, Saint Joseph",Danielle Bennett,female,1,0,0,bantam,2019,2019,https://boxrec.com/en/proboxer/903256
1020,"USA, Missouri, Saint Joseph",Benjamin Zelfer,male,3,7,0,welter,2013,2019,https://boxrec.com/en/proboxer/661040
1020,"USA, Missouri, Saint Joseph",Jeremy Parks,male,6,26,3,light heavy,2005,2019,https://boxrec.com/en/proboxer/311274
1020,"USA, Missouri, Saint Joseph",Thomas Allen,male,4,25,1,super welter,2013,2019,https://boxrec.com/en/proboxer/649554
1020,"USA, Missouri, Saint Joseph",Bryan Timmons,male,6,12,0,super welter,2014,2019,https://boxrec.com/en/proboxer/679222
1020,"USA, Missouri, Saint Joseph",Paul Harness,male,6,5,1,super middle,2009,2018,https://boxrec.com/en/proboxer/501888
1020,"USA, Kansas, Gardner",Mark Slyter,male,2,6,0,light,2017,2019,https://boxrec.com/en/proboxer/814339
1020,"USA, Missouri, Saint Joseph",Dakota Talbott,male,2,20,0,heavy,2012,2019,https://boxrec.com/en/proboxer/618306
1020,"USA, Missouri, Saint Joseph",Rick Reed,male,0,4,1,heavy,2015,2019,https://boxrec.com/en/proboxer/723520
1020,"USA, Missouri, Saint Joseph",Hector Luis Rosario,male,0,2,0,super welter,2018,2019,https://boxrec.com/en/proboxer/854154
1021,"USA, Kansas, Leavenworth",Aaron Ely,male,3,3,0,super feather,2015,2019,https://boxrec.com/en/proboxer/710653
1022,"USA, Oklahoma, Miami",Ivan Baranchyk,male,20,1,0,super light,2014,2019,https://boxrec.com/en/proboxer/700603
1022,"USA, Minnesota, Northfield",Vicente Alfaro Martinez,male,9,5,0,super fly,2009,2019,https://boxrec.com/en/proboxer/512605
1023,"USA, Louisiana, Rayne",Mason Menard,male,36,4,0,light,2007,2019,https://boxrec.com/en/proboxer/425002
1023,"USA, Louisiana, Rayne",Todd Manuel,male,17,17,1,super welter,2009,2018,https://boxrec.com/en/proboxer/514015
1024,"USA, Minnesota, Stillwater",Tyler Stokes,male,0,1,0,feather,2019,2019,https://boxrec.com/en/proboxer/900354
1026,"USA, Arkansas, Texarkana",Courtney Pitts,male,1,1,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/856679
1031,"USA, Louisiana, Shreveport",Stacy Frazier,male,16,22,0,heavy,1995,2019,https://boxrec.com/en/proboxer/25893
1031,"USA, Louisiana, Shreveport",Blake Franklin,male,12,12,2,welter,2007,2019,https://boxrec.com/en/proboxer/382485
1031,"USA, Louisiana, Shreveport",Quantavious Green,male,2,3,1,super welter,2016,2019,https://boxrec.com/en/proboxer/744250
1031,"USA, Louisiana, Shreveport",Phillip Lars,male,4,19,1,middle,2006,2019,https://boxrec.com/en/proboxer/361160
1031,"USA, Louisiana, Shreveport",Joshua Brown,male,1,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/865229
1031,"USA, Louisiana, Bossier City",Zach Albritton,male,1,0,0,bantam,2018,2019,https://boxrec.com/en/proboxer/857314
1031,"USA, Minnesota, Elk River",James Roe,male,1,8,0,heavy,2012,2018,https://boxrec.com/en/proboxer/628723
1031,"USA, Louisiana, Shreveport",DonCorey Bell,male,0,2,0,welter,2017,2018,https://boxrec.com/en/proboxer/814939
1031,"USA, Louisiana, Shreveport",Michael Traylor,male,0,2,0,middle,2007,2019,https://boxrec.com/en/proboxer/428077
1031,"USA, Louisiana, Shreveport",Trevion Marshall,male,0,4,0,super light,2017,2018,https://boxrec.com/en/proboxer/800525
1031,"USA, Louisiana, Shreveport",Nicholas Jackson,male,0,3,0,super fly,2018,2019,https://boxrec.com/en/proboxer/841170
1031,"USA, Louisiana, Shreveport",Dezmon Wise,male,0,1,1,welter,2018,2019,https://boxrec.com/en/proboxer/857316
1031,"USA, Louisiana, Shreveport",Dominique Moore,male,0,1,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/868608
1031,"USA, Louisiana, Shreveport",Andre Murray,male,0,3,0,light,2019,2019,https://boxrec.com/en/proboxer/882165
1031,"USA, Louisiana, Shreveport",Anthony Smith,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/885298
1031,"USA, Louisiana, Shreveport",Darrell Johns,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/885513
1031,"USA, Louisiana, Shreveport",Don Corey Bell,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/901109
1033,"USA, Minnesota, Saint Paul",Philip Adyaka,male,7,14,0,super feather,2008,2019,https://boxrec.com/en/proboxer/441932
1036,"USA, Oklahoma, Pryor",Joseph Carriker,male,3,0,1,cruiser,2018,2019,https://boxrec.com/en/proboxer/838943
